"","endTime","artistName","trackName","msPlayed"
"1502","2019-11-29 15:15","Marteria","Champion Sound",235975
"1507","2019-11-29 15:19","Seeed","Augenbling",216727
"1508","2019-11-29 15:21","SDP","Viva la Dealer",130633
"1509","2019-11-29 15:25","Sido","Schlechtes Vorbild",204213
"1511","2019-11-30 14:00","Balek","Dreier nur mit dir",13990
"1512","2019-11-30 14:03","Vance Joy","Mess Is Mine",127970
"1513","2019-12-01 21:54","Bronski Beat","I Feel Love",39383
"1514","2019-12-01 21:57","Donna Summer","I Feel Love",126584
"1515","2019-12-01 22:00","Donna Summer","I Feel Love",201735
"1516","2019-12-02 09:16","Vance Joy","Mess Is Mine",95670
"1517","2019-12-02 09:17","Vance Joy","Fire and the Flood",38320
"1518","2019-12-02 09:25","Beste Freundinnen","Introvertiert vs Extrovertiert",485700
"1519","2019-12-02 09:32","Podkinski - Der Podcast mit Palina Rojinski","Charlotte Roche - Kinderleicht erklärt",419030
"1520","2019-12-02 09:52","Buchingers Tagebuch","#61 Alleinsein ist einfach geil",1190610
"1521","2019-12-02 09:56","Vance Joy","We're Going Home",206360
"1522","2019-12-02 09:59","Hilltop Hoods","Leave Me Lonely",194773
"1523","2019-12-02 10:02","Vance Joy","Saturday Sun - Acoustic",161035
"1524","2019-12-02 10:06","Kodaline","Brother",17230
"1525","2019-12-02 10:06","Noah Kahan","False Confidence",223400
"1526","2019-12-02 10:12","AnnenMayKantereit","Marie",192930
"1528","2019-12-02 14:58","Genetikk","FLIEG INS ALL",233809
"1529","2019-12-02 15:02","Alligatoah","Fick ihn doch",232840
"1530","2019-12-02 15:02","Zate","Alles verloren",27986
"1531","2019-12-02 15:05","Marteria","Supernova",192490
"1532","2019-12-02 15:08","Shindy","Safe",167413
"1533","2019-12-02 15:11","Favorite","Drunken Freestyle",150986
"1537","2019-12-02 17:30","MoTrip","So wie du bist",237101
"1543","2019-12-02 17:34","Bilderbuch","eine nacht in manila",231680
"1544","2019-12-02 17:38","102 Boyz","Moshpit",16123
"1545","2019-12-02 17:38","Marteria","Champion Sound",235975
"1547","2019-12-02 17:41","Shindy","JFK",189680
"1548","2019-12-02 17:44","Genetikk","MASTERS VOM MARS",160345
"1549","2019-12-02 17:56","RIN","Fabergé",177093
"1550","2019-12-02 17:59","Samra","Wieder Lila",188057
"1551","2019-12-02 18:00","Shindy","Steve Blowjobs",34581
"1552","2019-12-02 18:00","Genetikk","CHOP $uEY",14835
"1553","2019-12-02 18:04","Marteria","Chardonnay & Purple Haze",237683
"1554","2019-12-02 18:06","Kronkel Dom","Nase voll",118040
"1555","2019-12-02 18:10","Sido","2002",237157
"1556","2019-12-02 18:13","Apache 207","200 km/h",164080
"1559","2019-12-02 18:17","Samy Deluxe","Poesie Album",230546
"1562","2019-12-02 19:30","Genetikk","Trill",96768
"1564","2019-12-03 07:26","Genetikk","Trill",205789
"1565","2019-12-03 07:26","Yung Kafa & Kücük Efendi","Prada Abi",22681
"1566","2019-12-03 07:30","Die Prinzen","Alles nur geklaut",191800
"1567","2019-12-03 07:33","Seeed","Deine Zeit",224760
"1568","2019-12-03 07:38","Left Boy","Bitte brich mein Herz nicht Baby",253636
"1573","2019-12-03 07:38","YUN MUFASA","Palm Angels",21658
"1574","2019-12-03 15:25","Kraftklub","Schüsse in die Luft",399450
"1576","2019-12-03 15:26","Shindy","Steve Blowjobs",22940
"1580","2019-12-03 15:30","Seeed","Feel For You",223506
"1584","2019-12-03 15:31","Genetikk","ALIENMADE",87396
"1587","2019-12-04 09:58","Fettes Brot","Deine Mama",157120
"1588","2019-12-04 10:05","Seeed","Molotov",145735
"1591","2019-12-04 10:08","Yung Hurn","Eisblock",10005
"1593","2019-12-04 10:08","Kollegah","Von Salat schrumpft der Bizeps",147801
"1600","2019-12-04 10:09","Genetikk","SPACE FUNERAL",63168
"1601","2019-12-04 10:13","Laserkraft 3D","Nein Mann - Radio Edit",18622
"1603","2019-12-04 10:13","Klaas Heufer-Umlauf","Clans for Future (feat. Clan Allstars)",195000
"1604","2019-12-04 10:16","Genetikk","Lieb's oder lass es",181066
"1605","2019-12-04 10:19","Bonez MC","500 PS",181971
"1606","2019-12-04 10:22","Scooter","God Save the Rave",192000
"1607","2019-12-04 10:24","Kenning West Records","Kenning West, Alder",89182
"1608","2019-12-04 10:25","Alexander Marcus","Hundi",54813
"1609","2019-12-04 17:15","Kardinal Offishall","Ill Eagle Alien",290946
"1610","2019-12-04 17:16","Lil Pump","Be Like Me (feat. Lil Wayne)",11342
"1612","2019-12-04 17:19","JAY-Z","Numb / Encore",205733
"1613","2019-12-04 17:25","Macklemore & Ryan Lewis","White Walls (feat. ScHoolboy Q, Hollis)",220319
"1614","2019-12-04 17:26","Machine Gun Kelly","LATELY",63677
"1615","2019-12-04 17:29","Billie Eilish","when the party's over",196077
"1617","2019-12-04 17:33","Justin Timberlake","SexyBack (feat. Timbaland)",242733
"1620","2019-12-04 17:38","Kanye West","All Of The Lights",299613
"1631","2019-12-04 17:42","Macklemore","Willy Wonka (feat. Offset)",222773
"1632","2019-12-04 17:48","Timbaland","Morning After Dark (Featuring Nelly Furtado & SoShy)",231960
"1633","2019-12-04 17:53","Macklemore & Ryan Lewis","Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",292593
"1634","2019-12-04 17:57","Machine Gun Kelly","World Series",215106
"1635","2019-12-04 17:59","Billie Eilish","my strange addiction",160195
"1636","2019-12-04 21:41","Billie Eilish","my strange addiction",19750
"1637","2019-12-04 21:46","Machine Gun Kelly","End Of The Road",244280
"1639","2019-12-05 01:58","Britney Spears","Work Bitch",33359
"1643","2019-12-05 12:46","Kid Ink","Hello World",68405
"1647","2019-12-05 12:47","Seeb","Grip",18688
"1648","2019-12-05 12:52","Matoma","Old Thing Back (feat. Ja Rule and Ralph Tresvant)",326385
"1657","2019-12-05 12:55","Martin Garrix","High On Life (feat. Bonn)",124335
"1658","2019-12-05 12:55","The Chainsmokers","Closer",15637
"1665","2019-12-05 12:57","Machine Gun Kelly","LATELY",100394
"1666","2019-12-05 13:00","Bilderbuch","Schick Schock",174122
"1667","2019-12-05 13:04","Bilderbuch","Mr. Refrigerator",246840
"1668","2019-12-05 13:07","Bilderbuch","Spliff",180506
"1669","2019-12-05 13:09","Bilderbuch","Softdrink",97200
"1671","2019-12-06 06:50","Seeed","Waste My Time",166813
"1672","2019-12-06 06:51","Revolverheld","Liebe auf Distanz (feat. Antje Schomaker)",39108
"1673","2019-12-06 06:55","K.I.Z","Ein Affe und ein Pferd",225693
"1675","2019-12-06 06:56","Mika Setzer","Passenger",100313
"1677","2019-12-06 06:57","RIN","Nightlife",27840
"1678","2019-12-06 07:00","Seeed","Komm In Mein Haus",213698
"1680","2019-12-06 07:01","Shindy","Steve Blowjobs",37150
"1681","2019-12-06 07:05","Summer Cem","Casanova",206813
"1682","2019-12-06 07:06","Marteria","Champion Sound",112900
"1683","2019-12-06 08:31","Lil Peep","Falling Down - Bonus Track",196400
"1684","2019-12-06 08:33","Lil Peep","Star Shopping",142000
"1685","2019-12-06 08:37","Lil Peep","Save That Shit",231547
"1686","2019-12-06 10:18","Lil Peep","I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy)",76816
"1687","2019-12-06 10:23","RIN","Nimmerland (feat. Bilderbuch)",267907
"1689","2019-12-06 10:24","RIN","Keine Liebe",65368
"1691","2019-12-06 10:27","RIN","Hollywood",175107
"1692","2019-12-06 10:30","RIN","Bietigheimication",119786
"1694","2019-12-06 10:45","RIN","Keine Liebe",162176
"1696","2019-12-06 10:49","Left Boy","Get It Right",203146
"1697","2019-12-06 10:49","Genetikk","MANNA VOM HIMMEL",50006
"1698","2019-12-06 10:53","Shindy","JFK",189680
"1699","2019-12-06 10:54","Fabian Römer","Was du nicht sagst (feat. toksi)",70577
"1700","2019-12-06 10:59","Casper","Michael X",241088
"1702","2019-12-06 11:02","Kraftklub","Songs für Liam",193973
"1703","2019-12-06 12:52","Casper","Im Ascheregen",285482
"1704","2019-12-06 13:06","SDP","Ich will nur dass du weißt",214826
"1705","2019-12-06 13:09","Donots","Calling",183640
"1707","2019-12-06 13:12","Cro","Nie Mehr",183974
"1708","2019-12-06 13:12","KUMMER","Bei Dir",18511
"1710","2019-12-06 13:14","Casper","Kreis",100288
"1717","2019-12-06 13:19","Kraftklub","Ich will nicht nach Berlin",202426
"1718","2019-12-06 13:20","Madsen","Du schreibst Geschichte",18812
"1719","2019-12-06 13:23","Alligatoah","Trostpreis",226480
"1720","2019-12-06 13:27","Kool Savas","Rhythmus meines Lebens",196946
"1721","2019-12-06 13:30","SDP","Eigentlich wollte er nie ein Liebeslied schreiben",195970
"1722","2019-12-06 13:34","Casper","Keine Angst",240146
"1723","2019-12-06 13:37","Die Orsons","Lagerhalle",193813
"1724","2019-12-06 13:41","Dame","Pave Low",248000
"1725","2019-12-06 13:45","Alligatoah","Willst du",218964
"1726","2019-12-06 13:48","AnnenMayKantereit","Barfuß am Klavier",195371
"1727","2019-12-06 13:51","Jennifer Rostock","Du willst mir an die Wäsche",149938
"1733","2019-12-06 13:55","Kraftklub","Dein Lied",235546
"1736","2019-12-06 13:55","Fynn Kliemann","Zuhause",16646
"1737","2019-12-06 13:56","Marteria","Welt der Wunder",57301
"1750","2019-12-06 14:01","Prinz Pi","Kompass ohne Norden",252786
"1751","2019-12-06 14:06","Casper","Im Ascheregen",299026
"1752","2019-12-06 14:53","Fard","Traumfängerphase (Mezzanin)",110546
"1753","2019-12-06 14:55","Lena","it takes two",97386
"1754","2019-12-10 10:11","Seeed","Feel For You",223426
"1756","2019-12-10 10:15","RIN","Nimmerland (feat. Bilderbuch)",205171
"1760","2019-12-10 10:24","Bausa","Mary",158282
"1761","2019-12-10 10:28","Marteria","Kids (2 Finger an den Kopf)",229573
"1762","2019-12-10 10:31","RIN","Fabergé",177093
"1763","2019-12-10 10:35","SXTN","Bongzimmer",286826
"1764","2019-12-10 10:39","Crystal F","Panzerband & billiges Crack - Remix",237104
"1767","2019-12-11 18:37","Sido","2002",237157
"1769","2019-12-11 18:38","Genetikk","MASTERS VOM MARS",75089
"1770","2019-12-11 18:41","Marteria","Supernova",195188
"1776","2019-12-11 18:42","Cro","Traum",53975
"1777","2019-12-11 18:43","Shindy","JFK",11882
"1778","2019-12-11 18:46","Falco","Egoist",199936
"1780","2019-12-11 18:50","Fettes Brot","Jein",256874
"1781","2019-12-11 18:51","Seeed","Ding",30954
"1782","2019-12-13 10:52","Seeed","Ding",175267
"1783","2019-12-13 10:52","Trailerpark","Sterben kannst du überall",22142
"1787","2019-12-13 10:54","Böhse Onkelz","Nichts ist für die Ewigkeit",74943
"1788","2019-12-13 10:58","Kraftklub","Schüsse in die Luft",248560
"1789","2019-12-13 11:01","AnnenMayKantereit","Pocahontas",185230
"1790","2019-12-13 11:07","Die Ärzte","Junge",351249
"1791","2019-12-13 11:10","Wanda","Bologna",214309
"1792","2019-12-13 11:11","Otto Waalkes","Wir haben Grund zum Feiern",24106
"1793","2019-12-13 11:11","Juliane Werding","Am Tag, als Conny Kramer starb",16549
"1794","2019-12-14 12:18","Kenning West Records","Kenning West, Alder",89182
"1795","2019-12-14 12:20","Kenning West Records","Kenning West, Alder",89182
"1796","2019-12-14 12:21","Kenning West Records","Kenning West, Alder",89182
"1797","2019-12-14 12:23","Kenning West Records","Kenning West, Alder",73157
"1798","2019-12-14 12:26","Kanye West","Homecoming",203907
"1799","2019-12-14 20:04","Madonna","Hung Up",296555
"1800","2019-12-14 20:08","Jennifer Lopez","Let's Get Loud",238227
"1801","2019-12-14 20:12","The Black Keys","Lonely Boy",15139
"1802","2019-12-14 20:12","The Black Keys","Gold on the Ceiling",224333
"1803","2019-12-14 20:15","Keanu Silva","King Of My Castle - Don Diablo Edit",173258
"1804","2019-12-14 20:19","The Jacksons","Blame It on the Boogie",214200
"1805","2019-12-14 20:23","ABBA","Gimme! Gimme! Gimme! (A Man After Midnight)",235559
"1806","2019-12-14 20:26","T»MA a.k.a. Falco","Mutter, der Mann mit dem Koks ist da - Mother's Favourite",219760
"1807","2019-12-14 20:29","Capital Bra","One Night Stand",162335
"1808","2019-12-14 20:33","MIKA","Relax, Take It Easy",253095
"1810","2019-12-14 20:34","ABBA","Voulez-Vous",48562
"1812","2019-12-14 20:37","Soft Cell","Tainted Love",153800
"1813","2019-12-14 20:41","Lou Bega","Mambo No. 5 (a Little Bit of...)",206142
"1814","2019-12-14 20:44","The Mighty Mighty Bosstones","The Impression That I Get",194760
"1815","2019-12-14 20:46","The Mighty Mighty Bosstones","The Death Valley Vipers",76595
"1816","2019-12-14 20:49","The Pogues","Fairytale of New York (feat. Kirsty MacColl)",182928
"1817","2019-12-14 20:51","The Buggles","Video Killed The Radio Star",34640
"1818","2019-12-14 20:52","The Buggles","Video Killed The Radio Star",133770
"1819","2019-12-14 20:55","Alexander Marcus","Hundi",201968
"1820","2019-12-14 20:56","Alexander Marcus","Rastafari",53408
"1821","2019-12-14 20:59","Regard","Ride It",157605
"1822","2019-12-14 21:02","Zita","Memories",49592
"1823","2019-12-14 21:02","Ellie Goulding","Hate Me (with Juice WRLD)",186223
"1824","2019-12-14 21:05","Seeed","G€LD",162683
"1825","2019-12-14 21:09","Seeed","Ticket",227933
"1826","2019-12-14 21:13","Caravan Palace","Beatophone",225044
"1827","2019-12-14 21:15","farfetch'd","Givin' Up",157311
"1828","2019-12-14 21:16","Expulze","Breaking News",25258
"1829","2019-12-14 21:19","Seeed","Ding",206160
"1830","2019-12-14 21:20","Expulze","Polkaholica",32209
"1831","2019-12-14 21:22","Billie Eilish","when the party's over",161504
"1832","2019-12-14 21:24","Herbert Pixner Projekt","Quattro",68896
"1833","2019-12-14 21:27","ABBA","Dancing Queen",230400
"1834","2019-12-14 21:31","Macklemore & Ryan Lewis","White Walls (feat. ScHoolboy Q, Hollis)",215702
"1835","2019-12-14 21:34","JAY-Z","Numb / Encore",205733
"1836","2019-12-14 21:37","Ariana Grande","7 rings",178626
"1837","2019-12-14 21:42","Gwen Stefani","The Sweet Escape",246466
"1838","2019-12-14 21:44","Billie Eilish","bad guy",168163
"1839","2019-12-14 21:48","Wolfgang Ambros","Zwickt's mi - österr. Originalversion",223946
"1840","2019-12-14 21:49","Karat","Schwanenkönig",45345
"1841","2019-12-14 21:50","Martin Garrix","Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)",35744
"1842","2019-12-14 21:52","Macklemore & Ryan Lewis","Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",167903
"1843","2019-12-14 21:56","Old Crow Medicine Show","Wagon Wheel",232133
"1844","2019-12-14 22:00","Axwell /\ Ingrosso","More Than You Know",203000
"1845","2019-12-14 22:04","Macklemore & Ryan Lewis","Can't Hold Us - feat. Ray Dalton",258342
"1846","2019-12-14 22:06","Herbert Pixner Projekt","Quattro",139498
"1847","2019-12-14 22:10","Heroes and Heroine","These Little Things",232236
"1848","2019-12-14 22:14","Tiësto","Jackie Chan",215759
"1849","2019-12-14 22:19","Rudimental","Waiting All Night",292586
"1850","2019-12-14 22:22","Marshmello","Happier",214289
"1851","2019-12-14 22:26","Post Malone","Better Now",231266
"1852","2019-12-14 22:29","Jonas Brothers","Sucker",181026
"1853","2019-12-14 22:33","Cypress Hill","Insane in the Brain",208266
"1854","2019-12-14 22:36","Modern Talking","Cheri Cheri Lady",226333
"1855","2019-12-14 22:40","Tones and I","Dance Monkey",209438
"1856","2019-12-14 22:43","Rudimental","These Days",168455
"1857","2019-12-14 22:46","Taio Cruz","Dynamite",202613
"1858","2019-12-14 22:49","Marshmello","FRIENDS",202620
"1859","2019-12-14 22:53","Cheat Codes","Sex (Cheat Codes X Kris Kross Amsterdam)",228361
"1860","2019-12-14 22:55","Anne-Marie","2002",99411
"1863","2019-12-14 22:55","Da Tweekaz","Forever",10517
"1864","2019-12-14 22:59","The Prince Karma","Later Bitches",212533
"1865","2019-12-14 23:01","The Pogues","Fairytale of New York (feat. Kirsty MacColl)",50037
"1867","2019-12-14 23:06","The Pogues","Fairytale of New York (feat. Kirsty MacColl)",219656
"1868","2019-12-14 23:11","Flo Rida","Good Feeling",248133
"1869","2019-12-14 23:14","Sia","Cheap Thrills",224813
"1870","2019-12-14 23:19","The Pogues","Fairytale of New York (feat. Kirsty MacColl)",258442
"1871","2019-12-14 23:20","Marteria","Chardonnay & Purple Haze",44042
"1872","2019-12-14 23:24","Chris Brown","Forever",271008
"1873","2019-12-14 23:28","Eurythmics","Sweet Dreams (Are Made of This) - Remastered",216933
"1874","2019-12-14 23:32","Falco","Der Kommissar",232588
"1875","2019-12-14 23:35","Lou Bega","Mambo No. 5 (a Little Bit of...)",220293
"1876","2019-12-14 23:39","Gwen Stefani","What You Waiting For?",221226
"1877","2019-12-14 23:42","Bilderbuch","Bungalow",209102
"1878","2019-12-14 23:46","Bilderbuch","Maschin",207946
"1879","2019-12-14 23:51","Eiffel 65","Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio",283747
"1880","2019-12-14 23:54","T»MA a.k.a. Falco","Mutter, der Mann mit dem Koks ist da - Mother's Favourite",216628
"1881","2019-12-14 23:58","Jennifer Lopez","Let's Get Loud",238226
"1882","2019-12-15 00:02","G-Eazy","Me, Myself & I",251466
"1883","2019-12-15 00:06","Backstreet Boys","Everybody (Backstreet's Back) - Radio Edit",225360
"1884","2019-12-15 00:11","Marvin Gaye","Let's Get It On",290933
"1885","2019-12-15 00:14","The Blues Brothers","Everybody Needs Somebody to Love",203453
"1886","2019-12-15 00:17","blink-182","All The Small Things",167066
"1887","2019-12-15 00:21","Spider Murphy Gang","Skandal im Sperrbezirk",213517
"1888","2019-12-15 00:21","Tommy","Joana - Du geile Sau",36138
"1890","2019-12-15 00:22","Sido","Leben vor dem Tod",52736
"1891","2019-12-15 00:23","Alle Farben","Please Tell Rosie",50495
"1892","2019-12-15 00:26","Bausa","Was du Liebe nennst",176234
"1893","2019-12-15 00:28","Fetty Wap","Trap Queen",109911
"1894","2019-12-18 13:52","Fetty Wap","Trap Queen",110278
"1895","2019-12-18 13:56","Justin Bieber","Love Yourself",233720
"1897","2019-12-18 14:00","Seeed","No More Drama (Alles Pech Verbraucht)",194514
"1899","2019-12-18 14:03","Malik Harris","Welcome To The Rumble",213348
"1902","2019-12-18 14:07","Sido","2002",237157
"1904","2019-12-18 14:08","Edin","Fiesta",45278
"1905","2019-12-18 14:09","Mark Forster","ANNA",26238
"1906","2019-12-18 14:13","Mark Forster","Natalie",234428
"1908","2019-12-18 14:16","Ellie Goulding","Hate Me (with Juice WRLD)",186223
"1909","2019-12-18 14:20","Kraftklub","Kein Liebeslied",223143
"1912","2019-12-18 15:03","Dua Lipa","Don't Start Now",183290
"1913","2019-12-18 15:05","Jerome","Light",107016
"1914","2019-12-18 15:06","Tyga","Ayy Macarena",53289
"1915","2019-12-18 15:08","Riton","Turn Me On (feat. Vula)",90906
"1916","2019-12-18 15:12","Fenne Lily","For a While",14814
"1917","2019-12-18 15:12","Roxette","Listen to Your Heart",260481
"1918","2019-12-18 15:16","Iron & Wine","Call It Dreaming",231760
"1919","2019-12-18 15:20","Blanco White","Olalla",247373
"1920","2019-12-18 15:23","Aldous Harding","The Barrel",160412
"1921","2019-12-18 15:27","George Ogilvie","Foreign Hands",258530
"1922","2019-12-18 15:31","Shannon Lay","Recording 15",242000
"1923","2019-12-18 15:32","Little May","Boardwalks - Remastered 2015/ Bonus Track",24052
"1924","2019-12-18 15:33","Villagers","Nothing Arrived - Live from Spotify London",78715
"1925","2019-12-18 15:37","Hudson Taylor","Chasing Rubies",226600
"1927","2019-12-18 15:41","Hudson Taylor","Wildfires",38940
"1928","2019-12-18 15:41","Hudson Taylor","World Without You",223909
"1929","2019-12-18 15:42","Hudson Taylor","Weapons",44559
"1930","2019-12-19 22:05","SSIO","Testo E",16358
"1931","2019-12-19 22:08","Genetikk","Trill",204893
"1932","2019-12-19 22:12","Justin Bieber","Love Yourself",233720
"1933","2019-12-19 22:13","KC Rebell","Erdbeerwoche (feat. Elias)",15406
"1934","2019-12-19 22:13","MoshTekk","Pennywise",19596
"1936","2019-12-19 22:16","MoTrip","So wie du bist",158580
"1937","2019-12-19 22:19","Genetikk","Lieb's oder lass es",183321
"1938","2019-12-19 22:22","Genetikk","Diamant",182160
"1939","2019-12-19 22:26","Sido","Einer dieser Steine",236628
"1940","2019-12-19 22:27","Adele","Hello",87091
"1941","2019-12-19 22:31","Left Boy","Bitte brich mein Herz nicht Baby",253636
"1942","2019-12-19 22:57","Adel Tawil","Aschenflug (feat. Sido & Prinz Pi)",181626
"1945","2019-12-21 10:43","John Lennon","Happy Xmas (War Is Over) - Remastered",169691
"1946","2019-12-21 10:46","Queen","Thank God It's Christmas - Non-Album Single",214761
"1948","2019-12-21 10:51","Pentatonix","Hallelujah",268960
"1949","2019-12-21 10:54","Justin Bieber","Mistletoe",179908
"1950","2019-12-21 10:55","Coldplay","Christmas Lights",37221
"1951","2019-12-21 10:57","Natasha Bedingfield","Shake up Christmas 2011 (Official Coca-Cola Christmas Song)",120209
"1952","2019-12-21 11:00","Herman's Hermits","No Milk Today",173244
"1953","2019-12-21 11:01","Johannes Oerding","Ich komm nach Haus (Wenn das Jahr zu Ende geht) (aus ""Sing meinen Song - die Weihnachtsparty, Vol. 6"")",111130
"1954","2019-12-21 11:06","Stefanie Kloß","Oh Holy Night (aus "" Sing meinen Song - Das Weihnachtskonzert, Vol. 4 "" )",20758
"1955","2019-12-21 11:06","Rea Garvey","Fairytale of New York (aus ""Sing meinen Song - Das Weihnachtskonzert, Vol. 5"")",254815
"1956","2019-12-21 11:07","Macklemore & Ryan Lewis","Irish Celebration",76393
"1957","2019-12-21 11:10","The High Kings","Irish Pub Song",180123
"1958","2019-12-21 11:11","The High Kings","Irish Pub Song",13936
"1960","2019-12-21 11:13","Ronnie Drew","I'll Tell Me Ma",150360
"1961","2019-12-21 11:16","Old Crow Medicine Show","Wagon Wheel",200457
"1962","2019-12-21 11:18","The Windjammers","What Shall We Do With the Drunken Sailor?",102098
"1963","2019-12-21 11:19","FISHER","You Little Beauty",40263
"1964","2019-12-21 11:21","Trettmann","Zeit steht (feat. Alli Neumann)",136881
"1967","2019-12-21 11:22","blackbear","hot girl bummer",14257
"1969","2019-12-21 11:22","Dimitri Vegas & Like Mike","Instagram",55263
"1970","2019-12-21 11:25","Gaullin","Moonlight",173066
"1971","2019-12-21 11:28","Mike Oldfield","Moonlight Shadow",159616
"1972","2019-12-21 11:31","Ellie Goulding","Hate Me (with Juice WRLD)",186223
"1973","2019-12-21 11:35","Kygo","Higher Love",228267
"1974","2019-12-21 11:38","Falco","Egoist - Remastered 2012",189853
"1975","2019-12-21 11:39","Falco","Vienna Calling",24032
"1976","2019-12-21 11:41","Falco","Ganz Wien",152740
"1977","2019-12-21 11:45","T-MA a.k.a. Falco","Mutter, der Mann mit dem Koks ist da - Video Mix",219946
"1978","2019-12-21 11:47","Falco","Coming Home - Jeanny, Pt. 2, Ein Jahr danach",116451
"1980","2019-12-22 23:18","Mudfight","Wasted",45248
"1981","2019-12-28 21:23","Adel Tawil","Aschenflug (feat. Sido & Prinz Pi)",22307
"1982","2019-12-28 21:28","Left Boy","Bitte brich mein Herz nicht Baby",12289
"1983","2019-12-28 21:32","MØ","Final Song",235826
"1984","2019-12-28 21:36","Mark Forster","194 Länder - Single Version",220893
"1985","2019-12-28 21:39","Milky Chance","The Game",213280
"1986","2019-12-28 21:43","Silbermond","In meiner Erinnerung",225453
"1987","2019-12-28 21:46","James Blunt","Cold",208073
"1988","2019-12-28 21:50","Nickelback","How You Remind Me",223840
"1989","2019-12-28 21:53","Michael Patrick Kelly","iD",198733
"1990","2019-12-28 21:56","Matt Simons","Open Up",168300
"1991","2019-12-28 22:00","Eagle-Eye Cherry","Save Tonight",242733
"1992","2019-12-28 22:03","Younotus","Seventeen",172453
"1993","2019-12-28 22:06","Dean Lewis","Be Alright",196373
"1994","2019-12-28 22:10","Kwabs","Walk",214149
"1995","2019-12-28 22:14","Ava Max","Sweet but Psycho",12579
"1996","2019-12-28 22:14","Fritz Kalkbrenner","Kings & Queens",223102
"1997","2019-12-28 22:15","Ella Henderson","Ghost",85925
"1998","2019-12-29 14:22","Drake","One Dance",173986
"1999","2019-12-29 14:24","Bruno Mars","That's What I Like",59756
"2000","2019-12-29 17:43","Major Lazer","Lean On (feat. MØ & DJ Snake)",113684
"2002","2019-12-29 17:46","Sam Smith","Stay With Me",172723
"2003","2019-12-29 17:47","Tinie Tempah","Pass Out",18692
"2005","2019-12-29 17:50","David Guetta","Who's That Chick? (feat. Rihanna)",201040
"2006","2019-12-29 17:54","Jennifer Lopez","Ain't Your Mama",210242
"2007","2019-12-29 17:55","Flo Rida","Wild Ones (feat. Sia)",81664
"2008","2019-12-29 17:57","Martin Solveig","Intoxicated - Radio Edit",97964
"2010","2019-12-29 18:00","Justin Bieber","Sorry",200786
"2011","2019-12-29 18:04","Flo Rida","Whistle",224653
"2012","2019-12-29 18:06","Klangkarussell","Sonnentanz",129113
"2013","2019-12-29 18:10","Justin Bieber","What Do You Mean?",203267
"2014","2019-12-29 18:13","Kygo","It Ain't Me (with Selena Gomez)",208259
"2015","2019-12-29 18:24","G-Eazy","Me, Myself & I",200202
"2016","2019-12-29 18:30","Maroon 5","Payphone",231173
"2017","2019-12-29 18:34","Kiiara","Gold",225882
"2018","2019-12-29 18:37","Fifth Harmony","Work from Home (feat. Ty Dolla $ign)",214480
"2019","2019-12-29 18:41","Ed Sheeran","Shape of You",233712
"2020","2019-12-29 18:45","Galantis","Runaway (U & I)",227073
"2021","2019-12-29 18:49","Avicii","Wake Me Up",247426
